week_start_date,channel,campaign,impressions,clicks,conversions,spend,revenue,roas,roi_pct
2024-10-28,Paid Social,Social - Lookalike,148186,1859,53,1460.45,3113.32,2.132,113.18
2024-10-28,Paid Social,Social - Prospecting,33796,929,69,1649.32,2627.79,1.593,59.33
2024-10-28,Paid Social,Social - Retargeting,55893,1548,100,948.14,2224.49,2.346,134.62
2024-11-04,Affiliate,Affiliate - Partner A,20251,189,4,270.78,551.67,2.037,103.73
2024-11-04,Affiliate,Affiliate - Partner B,32648,1210,38,583.5,1759.1,3.015,201.47
2024-11-04,Display,Display - Banner,230951,1502,90,923.56,1025.33,1.11,11.02
2024-11-04,Display,Display - Native,85705,2759,100,1329.64,3043.18,2.289,128.87
2024-11-04,Email,Email - Newsletter,6640,48,3,169.87,1008.22,5.935,493.52
2024-11-04,Email,Email - Promo,3110,109,2,283.32,1113.14,3.929,292.89
2024-11-04,Organic/SEO,SEO - Blog,177634,5333,277,532.8,2884.35,5.414,441.36
2024-11-04,Organic/SEO,SEO - Landing Pages,465352,3575,186,414.71,3162.1,7.625,662.48
2024-11-04,Paid Search,Search - Brand,30636,969,53,3267.61,8237.21,2.521,152.09
2024-11-04,Paid Search,Search - Competitor,24592,688,28,1772.62,5587.4,3.152,215.21
2024-11-04,Paid Search,Search - Generic,96235,1110,83,2631.46,6802.97,2.585,158.52
2024-11-04,Paid Social,Social - Lookalike,56644,1649,125,1174.78,2182.6,1.858,85.79
2024-11-04,Paid Social,Social - Prospecting,56387,816,23,2005.32,3742.16,1.866,86.61
2024-11-04,Paid Social,Social - Retargeting,39241,820,19,1116.52,3029.91,2.714,171.37
2024-11-11,Affiliate,Affiliate - Partner A,6577,193,3,529.16,1755.65,3.318,231.78
2024-11-11,Affiliate,Affiliate - Partner B,40421,1119,49,1033.4,2527.18,2.446,144.55
2024-11-11,Display,Display - Banner,14822,411,30,1330.24,1949.01,1.465,46.52
2024-11-11,Display,Display - Native,206180,1821,30,911.29,1203.57,1.321,32.07
2024-11-11,Email,Email - Newsletter,2533,65,1,186.21,1222.6,6.566,556.57
2024-11-11,Email,Email - Promo,63155,936,31,319.92,1506.07,4.708,370.76
2024-11-11,Organic/SEO,SEO - Blog,159103,1352,29,312.94,3037.43,9.706,870.61
2024-11-11,Organic/SEO,SEO - Landing Pages,72280,1260,41,188.68,1350.19,7.156,615.6
2024-11-11,Paid Search,Search - Brand,32919,1299,74,3344.22,9603.79,2.872,187.18
2024-11-11,Paid Search,Search - Competitor,155564,1724,24,3230.46,10550.36,3.266,226.59
2024-11-11,Paid Search,Search - Generic,155063,799,36,1172.22,4208.96,3.591,259.06
2024-11-11,Paid Social,Social - Lookalike,246811,2567,193,1543.41,4340.98,2.813,181.26
2024-11-11,Paid Social,Social - Prospecting,31251,313,9,962.23,3242.32,3.37,236.96
2024-11-11,Paid Social,Social - Retargeting,19289,569,31,1178.6,2720.28,2.308,130.81
2024-11-18,Affiliate,Affiliate - Partner A,12609,280,12,603.34,1352.41,2.242,124.15
2024-11-18,Affiliate,Affiliate - Partner B,28705,625,7,1183.15,3481.64,2.943,194.27
2024-11-18,Display,Display - Banner,22346,667,39,1571.01,1224.27,0.779,-22.07
2024-11-18,Display,Display - Native,42733,698,12,1401.07,2473.45,1.765,76.54
2024-11-18,Email,Email - Newsletter,29645,246,5,291.82,1744.99,5.98,497.97
2024-11-18,Email,Email - Promo,20966,171,6,283.07,1539.47,5.438,443.85
2024-11-18,Organic/SEO,SEO - Blog,92572,3701,223,516.71,2791.53,5.403,440.25
2024-11-18,Organic/SEO,SEO - Landing Pages,100667,2616,39,154.18,733.39,4.757,375.67
2024-11-18,Paid Search,Search - Brand,62526,969,17,3141.49,8676.7,2.762,176.2
2024-11-18,Paid Search,Search - Competitor,128198,2835,35,3309.27,12017.76,3.632,263.15
2024-11-18,Paid Search,Search - Generic,22973,822,35,2356.52,8352.23,3.544,254.43
2024-11-18,Paid Social,Social - Lookalike,11800,452,8,1241.07,2366.59,1.907,90.69
2024-11-18,Paid Social,Social - Prospecting,72944,1808,23,2329.56,3497.08,1.501,50.12
2024-11-18,Paid Social,Social - Retargeting,83510,1812,61,959.9,1738.71,1.811,81.13
2024-11-25,Affiliate,Affiliate - Partner A,10125,262,8,570.56,1443.37,2.53,152.97
2024-11-25,Affiliate,Affiliate - Partner B,25188,245,10,582.15,1388.86,2.386,138.57
2024-11-25,Display,Display - Banner,117942,1017,45,818.28,903.23,1.104,10.38
2024-11-25,Display,Display - Native,17391,558,20,1221.35,1187.89,0.973,-2.74
2024-11-25,Email,Email - Newsletter,11203,185,8,78.6,281.64,3.583,258.32
2024-11-25,Email,Email - Promo,3550,102,5,187.76,957.63,5.1,410.03
2024-11-25,Organic/SEO,SEO - Blog,132664,1421,64,496.54,2880.13,5.8,480.04
2024-11-25,Organic/SEO,SEO - Landing Pages,39574,828,63,306.86,2050.39,6.682,568.18
2024-11-25,Paid Search,Search - Brand,59174,1573,47,3222.13,9529.88,2.958,195.76
2024-11-25,Paid Search,Search - Competitor,13072,432,22,1108.61,3816.46,3.443,244.26
2024-11-25,Paid Search,Search - Generic,245168,1960,62,1226.81,3219.4,2.624,162.42
2024-11-25,Paid Social,Social - Lookalike,30922,471,21,1474.05,3239.29,2.198,119.75
2024-11-25,Paid Social,Social - Prospecting,35157,799,20,2410.59,6054.2,2.512,151.15
2024-11-25,Paid Social,Social - Retargeting,500904,6759,241,2594.43,5650.09,2.178,117.78
2024-12-02,Affiliate,Affiliate - Partner A,14404,197,3,682.84,1862.39,2.727,172.74
2024-12-02,Affiliate,Affiliate - Partner B,97561,512,26,682.36,1630.98,2.39,139.02
2024-12-02,Display,Display - Banner,76774,530,16,1026.9,1358.06,1.322,32.25
2024-12-02,Display,Display - Native,29547,207,14,585.2,379.67,0.649,-35.12
2024-12-02,Email,Email - Newsletter,6599,126,2,304.97,1229.56,4.032,303.17
2024-12-02,Email,Email - Promo,1793,67,4,209.5,960.13,4.583,358.3
2024-12-02,Organic/SEO,SEO - Blog,180930,3212,229,206.09,1110.0,5.386,438.6
2024-12-02,Organic/SEO,SEO - Landing Pages,44529,734,49,231.15,1586.55,6.864,586.37
2024-12-02,Paid Search,Search - Brand,18579,455,11,1480.58,7024.25,4.744,374.43
2024-12-02,Paid Search,Search - Competitor,58077,348,21,1190.35,4456.35,3.744,274.37
2024-12-02,Paid Search,Search - Generic,33375,680,19,2259.66,6729.38,2.978,197.8
2024-12-02,Paid Social,Social - Lookalike,79571,1807,30,1998.14,4482.31,2.243,124.32
2024-12-02,Paid Social,Social - Prospecting,114448,3344,185,2182.36,6251.01,2.864,186.43
2024-12-02,Paid Social,Social - Retargeting,11019,405,28,800.81,2359.24,2.946,194.61
2024-12-09,Affiliate,Affiliate - Partner A,67608,1864,112,563.29,1979.51,3.514,251.42
2024-12-09,Affiliate,Affiliate - Partner B,8215,237,6,686.53,2957.04,4.307,330.72
2024-12-09,Display,Display - Banner,10888,269,15,802.62,1381.1,1.721,72.07
2024-12-09,Display,Display - Native,33895,417,18,1120.97,1292.84,1.153,15.33
2024-12-09,Email,Email - Newsletter,2808,74,1,226.63,1237.32,5.46,445.96
2024-12-09,Email,Email - Promo,5715,107,7,292.2,1283.97,4.394,339.41
2024-12-09,Organic/SEO,SEO - Blog,28876,1126,83,445.88,3322.26,7.451,645.1
2024-12-09,Organic/SEO,SEO - Landing Pages,141814,3406,216,375.6,1864.81,4.965,396.49
2024-12-09,Paid Search,Search - Brand,1203562,7496,594,2272.63,6608.94,2.908,190.81
2024-12-09,Paid Search,Search - Competitor,371512,5605,350,1801.99,5163.68,2.866,186.55
2024-12-09,Paid Search,Search - Generic,134371,768,50,2449.36,6656.12,2.717,171.75
2024-12-09,Paid Social,Social - Lookalike,11455,431,21,1386.06,1781.16,1.285,28.51
2024-12-09,Paid Social,Social - Prospecting,98028,1555,120,1966.76,2892.01,1.47,47.04
2024-12-09,Paid Social,Social - Retargeting,34915,675,32,1397.13,2475.36,1.772,77.17
2024-12-16,Affiliate,Affiliate - Partner A,31892,657,21,843.36,2345.7,2.781,178.14
2024-12-16,Affiliate,Affiliate - Partner B,15505,482,7,541.55,1960.63,3.62,262.04
2024-12-16,Display,Display - Banner,38147,884,26,1238.91,2074.63,1.675,67.46
2024-12-16,Display,Display - Native,13398,359,16,1172.08,909.96,0.776,-22.36
2024-12-16,Email,Email - Newsletter,7070,81,6,261.94,1445.49,5.518,451.84
2024-12-16,Email,Email - Promo,4576,157,4,291.01,1855.0,6.374,537.44
2024-12-16,Organic/SEO,SEO - Blog,65672,1989,147,379.18,2735.26,7.214,621.36
2024-12-16,Organic/SEO,SEO - Landing Pages,55208,1782,54,391.24,2618.89,6.694,569.38
2024-12-16,Paid Search,Search - Brand,162385,2977,135,1938.28,8068.1,4.163,316.25
2024-12-16,Paid Search,Search - Competitor,51984,559,33,1015.25,3229.63,3.181,218.11
2024-12-16,Paid Search,Search - Generic,64983,2230,97,1765.19,6624.76,3.753,275.3
2024-12-16,Paid Social,Social - Lookalike,45971,414,28,1448.23,3902.79,2.695,169.49
2024-12-16,Paid Social,Social - Prospecting,86203,897,28,1970.47,6457.39,3.277,227.71
2024-12-16,Paid Social,Social - Retargeting,52469,676,22,2120.96,6073.0,2.863,186.33
2024-12-23,Affiliate,Affiliate - Partner A,60497,1903,65,886.74,2205.17,2.487,148.68
2024-12-23,Affiliate,Affiliate - Partner B,11553,178,4,543.41,1951.19,3.591,259.06
2024-12-23,Display,Display - Banner,13483,332,23,811.69,790.86,0.974,-2.57
2024-12-23,Display,Display - Native,131482,1147,88,1040.98,1242.35,1.193,19.34
2024-12-23,Email,Email - Newsletter,14657,105,7,229.67,1393.74,6.068,506.84
2024-12-23,Email,Email - Promo,4019,59,0,119.78,769.81,6.427,542.69
2024-12-23,Organic/SEO,SEO - Blog,173989,1375,29,221.69,1667.34,7.521,652.1
2024-12-23,Organic/SEO,SEO - Landing Pages,296939,3695,271,258.89,1668.8,6.446,544.6
2024-12-23,Paid Search,Search - Brand,107613,865,11,2491.59,6681.67,2.682,168.17
2024-12-23,Paid Search,Search - Competitor,112059,576,11,1899.87,6703.52,3.528,252.84
2024-12-23,Paid Search,Search - Generic,112040,1685,32,2870.46,9697.5,3.378,237.84
2024-12-23,Paid Social,Social - Lookalike,10424,279,8,947.17,2541.02,2.683,168.27
2024-12-23,Paid Social,Social - Prospecting,37980,1062,34,1086.83,2008.16,1.848,84.77
2024-12-23,Paid Social,Social - Retargeting,25726,754,26,1680.18,3919.36,2.333,133.27
2024-12-30,Affiliate,Affiliate - Partner A,9931,339,20,1028.76,3007.22,2.923,192.32
2024-12-30,Affiliate,Affiliate - Partner B,17556,480,22,875.45,3059.96,3.495,249.53
2024-12-30,Display,Display - Banner,8171,162,5,440.48,711.2,1.615,61.46
2024-12-30,Display,Display - Native,6542,235,6,394.05,439.22,1.115,11.46
2024-12-30,Email,Email - Newsletter,43345,449,14,222.54,1489.15,6.692,569.16
2024-12-30,Email,Email - Promo,2657,94,5,250.15,1218.84,4.872,387.24
2024-12-30,Organic/SEO,SEO - Blog,36752,1212,93,408.61,2526.72,6.184,518.37
2024-12-30,Organic/SEO,SEO - Landing Pages,16865,637,46,200.88,1707.02,8.498,749.77
2024-12-30,Paid Search,Search - Brand,126286,2487,61,2659.97,9253.47,3.479,247.88
2024-12-30,Paid Search,Search - Competitor,14800,529,17,1499.17,4197.93,2.8,180.02
2024-12-30,Paid Search,Search - Generic,31026,546,28,1171.39,3712.33,3.169,216.92
2024-12-30,Paid Social,Social - Lookalike,229806,1462,76,2223.18,7280.7,3.275,227.49
2024-12-30,Paid Social,Social - Prospecting,110948,3420,75,1610.14,4297.28,2.669,166.89
2024-12-30,Paid Social,Social - Retargeting,185812,1544,53,1375.4,1836.21,1.335,33.5
